transaction_id,customer_id,merchant_id,amount,payment_method,failure_reason,failure_code,timestamp,customer_segment,previous_transactions,previous_success_rate,avg_payment_amount,customer_lifetime_value,preferred_channel,retry_count,subscription_type,days_since_last_payment,action_taken,recovered,recovery_time,discount,communication_cost
txn_000012,cust_0033,3,24783.34,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-29T06:06:28.935526,b2b,69,0.706,254.71,361075.07,email,2,quarterly,0,retry_delayed,1,41.69,0.0,0.0
txn_000013,cust_0273,3,7403.94,card,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-23T05:47:40.684465,vip,2,0.861,1275.89,255311.29,email,2,,21,escalate_human,0,0.0,0.0,50.0
txn_000014,cust_0245,2,2097.76,card,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-03T22:26:37.460049,at_risk,12,0.33,8257.36,6151.62,upi,1,,7,send_payment_link,0,0.0,0.0,0.5
txn_000015,cust_0299,3,4471.85,upi,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-14T14:54:36.744822,vip,3,0.805,490.97,92344.69,upi,2,monthly,0,sms_reminder,0,0.0,0.0,0.25
txn_000016,cust_0054,2,1622.97,netbanking,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-18T07:14:27.478023,regular,9,0.809,758.62,29278.73,whatsapp,1,,19,send_payment_link,0,0.0,0.0,0.5
txn_000017,cust_0312,3,1211.24,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-25T03:34:49.070930,regular,7,0.789,1761.94,20810.74,sms,2,,11,whatsapp_nudge,1,8.06,0.0,1.5
txn_000018,cust_0316,3,2064.35,netbanking,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-28T07:13:14.206642,new,9,0.817,643.75,9196.27,sms,3,,54,send_payment_link,1,2.61,0.0,0.5
txn_000019,cust_0121,3,707.81,emi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-23T19:08:36.896029,regular,24,0.803,1033.32,20557.89,whatsapp,2,quarterly,5,offer_discount,1,9.38,35.39,35.49
txn_000020,cust_0027,3,1687.45,nach,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-21T16:51:13.088343,regular,3,0.784,7244.7,19309.6,email,0,,11,retry_delayed,0,0.0,0.0,0.0
txn_000021,cust_0077,1,2246.76,nach,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-22T07:57:18.227861,regular,22,0.972,3755.6,7273.39,email,3,monthly,1,offer_discount,0,0.0,0.0,224.78
txn_000022,cust_0335,2,1834.81,card,BANK_DOWNTIME,SERVER_ERROR,2025-07-13T05:54:41.372949,regular,17,0.5,316.1,37511.5,sms,2,,21,retry_delayed,1,43.9,0.0,0.0
txn_000023,cust_0247,3,169.61,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-25T22:48:07.482424,regular,10,0.945,1905.05,24286.68,whatsapp,2,,5,send_payment_link,0,0.0,0.0,0.5
txn_000024,cust_0354,3,4325.71,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-15T17:09:32.161862,b2b,8,0.704,2244.72,342976.53,email,2,monthly,6,sms_reminder,0,0.0,0.0,0.25
txn_000025,cust_0440,1,830.17,upi,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-03T15:51:22.094243,at_risk,10,0.216,1156.28,5672.63,whatsapp,2,monthly,8,send_payment_link,0,0.0,0.0,0.5
txn_000026,cust_0249,3,7379.76,netbanking,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-08T23:26:34.939337,b2b,15,0.721,373.53,849409.27,email,3,,10,email_reminder,0,0.0,0.0,0.1
txn_000027,cust_0167,3,2225.14,netbanking,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-28T15:40:52.519952,at_risk,12,0.228,521.79,7273.82,sms,3,annual,21,retry_delayed,0,0.0,0.0,0.0
txn_000028,cust_0432,1,490.29,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-21T12:54:59.029123,regular,14,0.915,1199.8,47237.48,email,3,,2,email_reminder,0,0.0,0.0,0.1
txn_000029,cust_0108,1,6463.57,upi,BANK_DOWNTIME,SERVER_ERROR,2025-07-30T07:06:09.441898,regular,1,0.848,9187.6,8038.33,sms,3,,3,retry_delayed,0,0.0,0.0,0.0
txn_000030,cust_0103,3,1021.91,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-05T23:35:28.874839,at_risk,1,0.13,832.85,4186.29,email,2,quarterly,6,email_reminder,0,0.0,0.0,0.1
txn_000031,cust_0318,3,1943.01,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-10T06:46:04.816049,vip,5,0.829,1121.91,80972.34,whatsapp,0,,10,send_payment_link,0,0.0,0.0,0.5
txn_000032,cust_0011,3,13626.98,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-21T12:20:04.925682,vip,6,0.639,537.55,252212.68,whatsapp,1,,10,retry_delayed,0,0.0,0.0,0.0
txn_000033,cust_0409,1,2072.34,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-17T11:22:51.939234,regular,21,0.798,696.49,12453.49,whatsapp,2,,2,whatsapp_nudge,0,0.0,0.0,1.5
txn_000034,cust_0238,1,6848.89,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-08T10:15:21.705118,regular,6,0.657,1093.68,5557.87,whatsapp,3,monthly,3,email_reminder,0,0.0,0.0,0.1
txn_000035,cust_0251,1,1169.12,wallet,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-28T19:31:51.495429,regular,5,0.566,5561.86,41802.59,email,1,quarterly,11,send_payment_link,1,12.47,0.0,0.5
txn_000036,cust_0410,1,31359.35,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-01T22:51:31.818953,regular,48,0.566,937.79,42890.88,email,2,monthly,4,escalate_human,0,0.0,0.0,50.0
txn_000037,cust_0372,1,4141.08,wallet,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-14T19:33:44.564293,new,8,0.872,212.35,4689.68,whatsapp,0,quarterly,17,escalate_human,0,0.0,0.0,50.0
txn_000038,cust_0159,2,19057.14,upi,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-14T12:15:41.020973,b2b,23,0.665,1538.17,1969952.0,upi,1,,69,retry_delayed,0,0.0,0.0,0.0
txn_000039,cust_0020,3,5131.3,upi,BANK_DOWNTIME,SERVER_ERROR,2025-07-09T19:32:43.387403,b2b,3,0.829,1034.36,1051408.25,email,0,,15,send_payment_link,0,0.0,0.0,0.5
txn_000040,cust_0406,1,112.32,upi,BANK_DOWNTIME,SERVER_ERROR,2025-07-08T14:17:11.231203,new,3,0.722,2000.15,5901.2,whatsapp,0,monthly,6,escalate_human,0,0.0,0.0,50.0
txn_000041,cust_0304,2,4446.6,upi,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-30T12:34:21.176659,b2b,1,0.933,2160.08,1150724.71,whatsapp,1,,0,send_payment_link,0,0.0,0.0,0.5
txn_000042,cust_0089,1,682.99,card,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-10T19:03:27.713656,at_risk,12,0.685,552.39,17616.93,upi,1,,10,send_payment_link,0,0.0,0.0,0.5
txn_000043,cust_0391,3,11076.76,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-20T00:23:11.278564,vip,10,0.851,131.95,267942.01,email,3,quarterly,15,offer_discount,0,0.0,0.0,886.24
txn_000044,cust_0367,3,598.39,card,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-19T01:01:06.681139,regular,5,0.939,1215.85,42289.15,whatsapp,2,,4,email_reminder,0,0.0,0.0,0.1
txn_000045,cust_0012,1,765.9,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-26T00:04:52.483680,at_risk,18,0.393,1427.95,14669.8,whatsapp,0,monthly,13,whatsapp_nudge,0,0.0,0.0,1.5
txn_000046,cust_0132,1,66091.64,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-16T16:31:19.853201,vip,38,0.753,6427.45,423508.63,upi,2,monthly,4,send_payment_link,0,0.0,0.0,0.5
txn_000047,cust_0174,3,856.15,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-14T13:32:00.581178,regular,27,0.708,381.62,31210.01,whatsapp,2,,8,retry_delayed,0,0.0,0.0,0.0
txn_000048,cust_0255,3,19668.88,upi,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-21T22:03:47.739045,vip,13,0.805,678.95,280530.07,email,2,,33,sms_reminder,1,5.71,0.0,0.25
txn_000049,cust_0148,3,3229.48,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-20T16:11:44.269151,regular,6,0.979,1762.72,23074.77,email,0,quarterly,2,retry_delayed,0,0.0,0.0,0.0
txn_000050,cust_0410,1,2036.83,netbanking,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-23T00:36:27.172117,regular,48,0.566,937.79,42890.88,email,1,,4,whatsapp_nudge,1,11.64,0.0,1.5
txn_000051,cust_0385,1,3869.35,card,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-30T20:48:06.126004,regular,5,0.931,459.67,47797.02,whatsapp,3,,22,escalate_human,1,52.24,0.0,50.0
txn_000052,cust_0429,1,6426.77,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-29T17:16:38.897768,b2b,3,0.854,453.81,1323140.93,whatsapp,1,,7,whatsapp_nudge,0,0.0,0.0,1.5
txn_000053,cust_0354,3,8389.95,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-16T18:43:54.374554,b2b,8,0.704,2244.72,342976.53,email,2,,6,send_payment_link,1,21.26,0.0,0.5
txn_000054,cust_0252,2,15394.68,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-25T02:46:23.133261,vip,2,0.758,2502.94,164806.1,upi,3,,14,whatsapp_nudge,0,0.0,0.0,1.5
txn_000055,cust_0250,2,4035.67,nach,BANK_DOWNTIME,SERVER_ERROR,2025-07-18T07:44:45.711539,at_risk,8,0.18,485.52,2332.17,whatsapp,3,monthly,16,retry_delayed,0,0.0,0.0,0.0
txn_000056,cust_0143,3,2013.35,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-05T20:14:43.707920,regular,5,0.833,291.55,26528.22,email,0,,12,retry_delayed,0,0.0,0.0,0.0
txn_000057,cust_0076,1,85285.71,upi,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-30T01:59:14.788010,b2b,1,0.891,859.63,107614.45,upi,1,,6,whatsapp_nudge,0,0.0,0.0,1.5
txn_000058,cust_0380,1,6551.28,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-03T10:31:47.195933,vip,1,0.752,806.93,459540.35,email,0,,14,switch_to_upi,1,3.71,0.0,0.0
txn_000059,cust_0374,1,4764.1,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-26T23:20:09.461242,regular,3,0.699,1762.01,29227.71,email,2,monthly,38,email_reminder,0,0.0,0.0,0.1
txn_000060,cust_0235,3,4818.58,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-08T12:01:33.737455,new,12,0.665,241.94,9433.34,email,2,quarterly,63,retry_delayed,0,0.0,0.0,0.0
txn_000061,cust_0131,2,52593.1,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-12T04:55:02.919143,vip,25,0.775,5401.1,228754.99,upi,3,quarterly,38,escalate_human,0,0.0,0.0,50.0
txn_000062,cust_0368,1,10658.63,emi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-14T17:44:08.792504,vip,3,0.865,1223.94,273963.71,email,1,,2,offer_discount,0,0.0,0.0,533.03
txn_000063,cust_0290,1,7988.33,nach,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-23T15:09:59.152474,b2b,21,0.812,1295.87,1545593.8,upi,0,,22,retry_delayed,1,47.98,0.0,0.0
txn_000064,cust_0385,1,13580.17,card,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-06T06:34:46.851047,regular,5,0.931,459.67,47797.02,whatsapp,3,monthly,22,switch_to_upi,0,0.0,0.0,0.0
txn_000065,cust_0043,2,1057.08,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-06T05:07:29.386172,new,10,0.908,873.85,8899.38,sms,2,quarterly,23,whatsapp_nudge,0,0.0,0.0,1.5
txn_000066,cust_0115,3,11703.31,card,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-20T23:26:14.475882,b2b,2,0.952,611.9,213024.72,email,1,monthly,2,escalate_human,0,0.0,0.0,50.0
txn_000067,cust_0165,1,1721.61,nach,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-22T05:52:38.558542,new,30,0.939,983.34,1177.39,whatsapp,3,,20,retry_delayed,1,2.8,0.0,0.0
txn_000068,cust_0123,1,3323.2,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-02T00:50:30.134739,new,24,0.98,1481.09,6963.98,email,2,annual,4,send_payment_link,0,0.0,0.0,0.5
txn_000069,cust_0063,2,22320.56,wallet,BANK_DOWNTIME,SERVER_ERROR,2025-07-07T18:35:35.362576,vip,15,0.963,889.8,413344.22,whatsapp,0,,6,retry_delayed,1,38.52,0.0,0.0
txn_000070,cust_0397,1,1573.63,nach,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-02T16:40:21.859848,regular,1,0.939,5463.45,43452.04,whatsapp,1,monthly,0,whatsapp_nudge,1,5.38,0.0,1.5
txn_000071,cust_0468,2,6460.39,wallet,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-25T16:10:36.244460,regular,28,0.842,2292.9,15572.55,whatsapp,0,,27,send_payment_link,1,21.51,0.0,0.5
txn_000072,cust_0161,3,632.64,card,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-08T00:49:17.856433,regular,6,0.815,3126.5,37036.3,whatsapp,3,monthly,1,whatsapp_nudge,1,4.44,0.0,1.5
txn_000073,cust_0150,3,2120.18,upi,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-05T03:44:41.296072,vip,8,0.762,1130.21,416513.24,whatsapp,2,,7,switch_to_upi,1,2.71,0.0,0.0
txn_000074,cust_0421,2,2390.81,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-13T16:43:47.229167,regular,18,0.89,578.3,32813.32,whatsapp,1,,25,send_payment_link,0,0.0,0.0,0.5
txn_000075,cust_0018,2,714.56,upi,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-11T13:27:46.040548,at_risk,16,0.586,6925.1,17975.49,email,1,,12,send_payment_link,0,0.0,0.0,0.5
txn_000076,cust_0050,1,18775.5,emi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-13T16:38:33.315577,b2b,41,0.946,988.99,1991382.5,whatsapp,2,monthly,5,whatsapp_nudge,0,0.0,0.0,1.5
txn_000077,cust_0159,2,33732.84,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-17T19:32:04.752073,b2b,23,0.665,1538.17,1969952.0,upi,2,,69,email_reminder,1,40.93,0.0,0.1
txn_000078,cust_0332,1,1290.01,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-18T11:05:16.052423,at_risk,11,0.103,2282.19,17409.96,whatsapp,1,,51,offer_discount,0,0.0,0.0,103.3
txn_000079,cust_0204,2,1498.63,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-16T06:40:49.356266,regular,17,0.873,1608.27,48639.72,email,2,annual,10,offer_discount,0,0.0,0.0,119.99
txn_000080,cust_0061,3,4404.98,card,BANK_DOWNTIME,SERVER_ERROR,2025-07-13T04:39:51.279647,vip,1,0.782,314.6,436156.39,sms,3,annual,21,send_payment_link,0,0.0,0.0,0.5
txn_000081,cust_0418,3,2264.96,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-13T09:18:35.329138,vip,7,0.857,540.31,496352.89,whatsapp,2,,4,retry_delayed,1,5.92,0.0,0.0
txn_000082,cust_0108,1,1236.65,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-18T11:03:07.128146,regular,1,0.848,9187.6,8038.33,sms,1,,3,send_payment_link,0,0.0,0.0,0.5
txn_000083,cust_0398,1,1726.15,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-20T00:24:39.746534,new,77,0.869,320.82,4919.1,sms,0,,5,escalate_human,1,54.68,0.0,50.0
txn_000084,cust_0417,1,998.35,netbanking,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-12T21:21:57.500152,new,2,0.823,1647.14,6048.6,email,0,monthly,9,escalate_human,0,0.0,0.0,50.0
txn_000085,cust_0375,3,1695.98,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-28T16:11:14.085165,new,27,0.726,308.73,5868.91,email,3,,17,sms_reminder,0,0.0,0.0,0.25
txn_000086,cust_0481,1,2082.78,wallet,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-23T10:27:17.888273,regular,16,0.736,3702.18,45243.02,email,2,,22,send_payment_link,0,0.0,0.0,0.5
txn_000087,cust_0484,2,1242.15,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-04T10:49:10.370450,new,1,0.8,3194.2,6901.97,whatsapp,2,,14,offer_discount,0,0.0,0.0,62.21
txn_000088,cust_0286,3,12823.0,upi,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-11T03:30:11.084256,vip,11,0.808,7730.14,272990.66,whatsapp,0,,50,retry_delayed,1,25.86,0.0,0.0
txn_000089,cust_0045,2,683.28,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-17T18:50:14.967438,regular,1,0.911,403.41,10364.79,whatsapp,0,monthly,8,retry_delayed,0,0.0,0.0,0.0
txn_000090,cust_0027,3,2010.81,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-31T14:44:49.883077,regular,3,0.784,7244.7,19309.6,email,1,,11,switch_to_upi,0,0.0,0.0,0.0
txn_000091,cust_0300,2,1951.41,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-29T11:00:14.571428,new,2,0.827,41694.1,1540.13,email,3,annual,0,retry_delayed,1,15.42,0.0,0.0
txn_000092,cust_0482,1,2153.09,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-18T22:41:18.345270,regular,1,0.957,3243.99,18579.62,sms,1,,46,sms_reminder,0,0.0,0.0,0.25
txn_000093,cust_0189,1,2099.18,wallet,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-30T22:21:09.078076,vip,1,0.872,427.02,98900.14,whatsapp,3,monthly,1,retry_delayed,0,0.0,0.0,0.0
txn_000094,cust_0456,1,1296.27,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-15T17:30:39.912764,new,17,0.717,1394.1,6169.95,sms,3,,17,email_reminder,1,8.78,0.0,0.1
txn_000095,cust_0129,2,699.97,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-26T02:48:01.414180,at_risk,10,0.486,455.44,13050.45,email,1,monthly,5,whatsapp_nudge,1,4.15,0.0,1.5
txn_000096,cust_0216,3,2602.24,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-14T00:10:05.174237,regular,4,0.771,1294.46,19608.97,email,1,,9,send_payment_link,0,0.0,0.0,0.5
txn_000097,cust_0356,1,6773.84,netbanking,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-24T01:48:07.498735,vip,7,0.715,1538.41,471057.64,whatsapp,2,quarterly,6,escalate_human,1,17.38,0.0,50.0
txn_000098,cust_0246,3,6850.55,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-16T16:19:18.540077,vip,15,0.355,1365.8,240122.79,whatsapp,0,,23,send_payment_link,0,0.0,0.0,0.5
txn_000099,cust_0003,2,633.22,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-06T13:29:28.963081,regular,19,0.727,14328.09,48681.41,sms,2,,18,offer_discount,0,0.0,0.0,31.76
txn_000100,cust_0306,3,15003.58,netbanking,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-06T20:31:21.573633,vip,20,0.642,1834.92,338747.18,whatsapp,2,monthly,22,offer_discount,1,8.08,1500.36,1500.46
txn_000101,cust_0367,3,7352.9,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-07T17:53:00.805503,regular,5,0.939,1215.85,42289.15,whatsapp,2,,4,sms_reminder,0,0.0,0.0,0.25
txn_000102,cust_0187,3,311.5,card,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-27T14:30:35.994323,regular,3,0.825,826.04,42922.94,email,3,,7,offer_discount,0,0.0,0.0,25.02
txn_000103,cust_0379,3,766.34,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-11T06:19:00.054454,at_risk,9,0.448,167.93,6567.72,whatsapp,2,quarterly,1,retry_delayed,0,0.0,0.0,0.0
txn_000104,cust_0460,1,2363.78,card,BANK_DOWNTIME,SERVER_ERROR,2025-07-29T21:38:38.425850,regular,9,0.794,1073.93,14725.04,sms,0,,12,retry_delayed,0,0.0,0.0,0.0
txn_000105,cust_0185,2,8543.52,netbanking,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-15T21:04:59.950871,vip,6,0.89,251.26,146859.69,email,0,,13,retry_delayed,1,30.43,0.0,0.0
txn_000106,cust_0198,2,44875.47,nach,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-13T18:01:03.043094,b2b,2,0.765,234.31,602691.13,email,2,,7,switch_to_upi,0,0.0,0.0,0.0
txn_000107,cust_0334,3,1788.94,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-10T11:12:30.189369,regular,18,0.838,830.7,25057.97,email,1,,5,switch_to_upi,0,0.0,0.0,0.0
txn_000108,cust_0009,2,2535.4,upi,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-16T03:40:30.828371,new,26,0.844,974.4,1355.45,whatsapp,0,monthly,3,switch_to_upi,0,0.0,0.0,0.0
txn_000109,cust_0046,2,20793.36,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-14T03:31:25.209990,vip,1,0.66,672.84,192668.41,whatsapp,1,quarterly,23,switch_to_upi,1,0.95,0.0,0.0
txn_000110,cust_0444,3,1870.65,netbanking,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-13T01:15:14.518530,regular,90,0.588,1071.94,26714.19,upi,1,,17,escalate_human,0,0.0,0.0,50.0
txn_000111,cust_0128,1,918.03,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-21T14:23:11.278178,new,9,0.713,1924.2,2290.51,upi,0,monthly,12,switch_to_upi,1,3.12,0.0,0.0
txn_000112,cust_0288,3,6882.74,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-05T01:29:35.872265,b2b,24,0.796,661.57,741230.44,sms,1,,12,switch_to_upi,0,0.0,0.0,0.0
txn_000113,cust_0179,3,5021.15,nach,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-08T12:33:17.715348,regular,7,0.952,155.82,34699.38,whatsapp,1,,2,sms_reminder,0,0.0,0.0,0.25
txn_000114,cust_0005,2,6081.29,card,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-19T03:02:25.141727,vip,18,0.809,1189.27,190564.99,email,1,,2,send_payment_link,0,0.0,0.0,0.5
txn_000115,cust_0194,2,1284.69,nach,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-01T18:03:00.507189,at_risk,41,0.465,2655.01,8407.9,whatsapp,0,monthly,6,escalate_human,0,0.0,0.0,50.0
txn_000116,cust_0492,1,209.67,card,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-30T19:16:55.025723,regular,126,0.922,1159.74,44143.55,whatsapp,2,monthly,10,switch_to_upi,0,0.0,0.0,0.0
txn_000117,cust_0273,3,5566.04,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-06T22:24:29.231646,vip,2,0.861,1275.89,255311.29,email,3,,21,send_payment_link,1,23.12,0.0,0.5
txn_000118,cust_0326,3,6300.72,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-30T20:24:48.673736,vip,22,0.962,96.84,354377.2,upi,1,,16,retry_delayed,0,0.0,0.0,0.0
